INDEX,SHOOTER,X,Y,RANGE,DEFENDER,SCORE
306,Chris Paul,-18.087777359747324,6.065444072791134,"(15, 19)",Seth Curry,MISSED
307,Chris Paul,-15.29493112441113,12.995342885733331,"(15, 19)",Russell Westbrook,MISSED
308,Chris Paul,-1.4657942260712913,23.40096236245281,"(15, 19)",Russell Westbrook,MISSED
309,Chris Paul,4.153629005164805,23.1369416926236,"(15, 19)",Russell Westbrook,MISSED
310,Chris Paul,-15.599216661882524,14.418673748510164,"(15, 19)",Russell Westbrook,MISSED
311,Chris Paul,-15.169262755434492,13.417486818765044,"(15, 19)",Seth Curry,MISSED
312,Chris Paul,-16.887597432339895,9.594166862724915,"(15, 19)",Russell Westbrook,MISSED
313,Chris Paul,9.350963621735112,25.17117842762022,"(20, 24)",Russell Westbrook,MADE
314,Chris Paul,-11.478565857457555,23.764983667393437,"(20, 24)",Trae Young,MADE
315,Chris Paul,18.6070527850288,19.743471454190896,"(20, 24)",Seth Curry,MADE
316,Chris Paul,2.877257365855673,28.47878008088132,"(20, 24)",Seth Curry,MADE
317,Chris Paul,16.398526067430012,22.00764871409477,"(20, 24)",Seth Curry,MADE
318,Chris Paul,6.721446402594939,27.08517353637473,"(20, 24)",Seth Curry,MADE
319,Chris Paul,-0.2929461525438736,28.36313553502601,"(20, 24)",Russell Westbrook,MISSED
320,Chris Paul,-23.74131883719925,7.040565051395994,"(20, 24)",Russell Westbrook,MISSED
321,Chris Paul,16.490090838513623,22.209739585852866,"(20, 24)",Trae Young,MISSED
322,Chris Paul,22.69271778760439,7.468114867434606,"(20, 24)",Seth Curry,MISSED
323,Chris Paul,7.396096713191989,26.236140163126123,"(20, 24)",Seth Curry,MISSED
324,Chris Paul,19.211926157142823,18.98602617782759,"(20, 24)",Russell Westbrook,MISSED
325,Chris Paul,-3.4255759215842274,28.730484898586305,"(20, 24)",Russell Westbrook,MISSED
326,Chris Paul,12.797624641274238,23.289511456009777,"(20, 24)",Seth Curry,MISSED
327,Chris Paul,-22.818691987725938,7.580648047055382,"(20, 24)",Russell Westbrook,MISSED
328,Chris Paul,-19.22105828746534,17.203448637294716,"(20, 24)",Seth Curry,MISSED
329,Chris Paul,-24.232051962286132,19.066540009392547,"(25, 29)",Trae Young,MADE
330,Chris Paul,-5.5471816498566,29.914509344690835,"(25, 29)",Seth Curry,MADE
331,Chris Paul,9.755436310704232,29.0852794224572,"(25, 29)",Trae Young,MADE
332,Chris Paul,-7.900306604641395,31.832565307152556,"(25, 29)",Trae Young,MADE
333,Chris Paul,-24.232051962286132,10.076545994055422,"(25, 29)",Trae Young,MADE
334,Chris Paul,4.884347977897392,32.1012661364648,"(25, 29)",Russell Westbrook,MADE
335,Chris Paul,-9.10818597711156,30.883175611840528,"(25, 29)",Seth Curry,MADE
336,Chris Paul,3.2127306941556277,33.691707132204776,"(25, 29)",Russell Westbrook,MADE
337,Chris Paul,-12.80864561033914,29.713510370027624,"(25, 29)",Russell Westbrook,MADE
338,Chris Paul,-2.8009666492484344,30.943520335112368,"(25, 29)",Seth Curry,MADE
339,Chris Paul,-13.75714552949236,27.908172046386408,"(25, 29)",Trae Young,MADE
340,Chris Paul,20.57373549387549,23.305822172267384,"(25, 29)",Trae Young,MADE
341,Chris Paul,21.487799885456823,20.044171460254482,"(25, 29)",Russell Westbrook,MADE
342,Chris Paul,23.952741768012565,8.111333191173001,"(25, 29)",Seth Curry,MADE
343,Chris Paul,23.952741768012565,17.104692147377037,"(25, 29)",Seth Curry,MADE
344,Chris Paul,14.525054783609948,28.913404938447812,"(25, 29)",Trae Young,MADE
345,Chris Paul,20.33793721775569,22.92099553887803,"(25, 29)",Russell Westbrook,MISSED
346,Chris Paul,-0.5514954344466118,33.38703802338368,"(25, 29)",Russell Westbrook,MISSED
347,Chris Paul,23.952741768012565,16.39364498232365,"(25, 29)",Russell Westbrook,MISSED
348,Chris Paul,24.73152285386543,15.602680073468928,"(25, 29)",Seth Curry,MISSED
349,Chris Paul,11.081354986207772,30.38060442816204,"(25, 29)",Russell Westbrook,MISSED
350,Chris Paul,-23.67852979411528,21.471101674908276,"(25, 29)",Russell Westbrook,MISSED
351,Chris Paul,-24.232051962286132,8.505057869381904,"(25, 29)",Russell Westbrook,MISSED
352,Chris Paul,12.007206021461885,30.69267103671472,"(25, 29)",Seth Curry,MISSED
353,Chris Paul,-24.232051962286132,12.230539081605954,"(25, 29)",Trae Young,MISSED
354,Chris Paul,-15.466370333379077,29.259804651092598,"(25, 29)",Trae Young,MISSED
355,Chris Paul,16.419832357298752,28.786675813593465,"(25, 29)",Seth Curry,MISSED
356,Chris Paul,-11.438000258378558,29.556567504929088,"(25, 29)",Russell Westbrook,MISSED
357,Chris Paul,-16.45258485061257,26.536643846727674,"(25, 29)",Russell Westbrook,MISSED
358,Chris Paul,-22.35281222949332,20.510549459896218,"(25, 29)",Russell Westbrook,MISSED
359,Chris Paul,22.55491597502844,18.319373638777463,"(25, 29)",Russell Westbrook,MISSED
360,Chris Paul,-24.232051962286132,7.00984139050605,"(25, 29)",Seth Curry,MISSED
361,Chris Paul,6.8381315607050395,32.60229947707539,"(25, 29)",Seth Curry,MISSED
362,Chris Paul,-8.071923488921897,30.392433290543572,"(25, 29)",Russell Westbrook,MISSED
363,Russell Westbrook,-0.2992195442213009,5.220714728262428,"(0, 4)",Trae Young,MADE
364,Russell Westbrook,1.7641991963787829,7.578441536840765,"(0, 4)",Trae Young,MADE
365,Russell Westbrook,3.2818520611460014,5.185201990254814,"(0, 4)",Trae Young,MADE
366,Russell Westbrook,-0.3582117105242706,6.188778775753844,"(0, 4)",Chris Paul,MADE
367,Russell Westbrook,2.519266852909288,7.824812437636515,"(0, 4)",Trae Young,MADE
368,Russell Westbrook,-0.1166648786967692,8.339918567212884,"(0, 4)",Trae Young,MADE
369,Russell Westbrook,-2.2250783306126345,7.4060074934918365,"(0, 4)",Trae Young,MADE
370,Russell Westbrook,-1.1985979251487544,6.824081095111376,"(0, 4)",Trae Young,MADE
371,Russell Westbrook,-0.3816613473713402,8.95509598482591,"(0, 4)",Chris Paul,MADE
372,Russell Westbrook,-0.8660362519084138,7.029386212842287,"(0, 4)",Chris Paul,MADE
373,Russell Westbrook,2.7261611210459185,6.472622673324475,"(0, 4)",Chris Paul,MISSED
374,Russell Westbrook,1.5312110249597386,5.209012028841275,"(0, 4)",Trae Young,MISSED
375,Russell Westbrook,0.1195374309341046,5.01936464887981,"(0, 4)",Chris Paul,MISSED
376,Russell Westbrook,2.3143040526518,7.539086532297663,"(0, 4)",Trae Young,MISSED
377,Russell Westbrook,-1.1333181293669785,6.843737980533396,"(0, 4)",Seth Curry,MISSED
378,Russell Westbrook,-3.6693289405500176,5.216505010381174,"(0, 4)",Trae Young,MISSED
379,Russell Westbrook,1.2920290992154837,6.353906542958979,"(0, 4)",Seth Curry,MISSED
380,Russell Westbrook,-1.7621626528797474,7.128534040666782,"(0, 4)",Seth Curry,MISSED
381,Russell Westbrook,-1.2403518516556915,6.749585287370229,"(0, 4)",Seth Curry,MISSED
382,Russell Westbrook,2.2955297850971443,5.133892433337908,"(0, 4)",Trae Young,MISSED
383,Russell Westbrook,-3.131055119998616,6.358922339484292,"(0, 4)",Seth Curry,MISSED
384,Russell Westbrook,3.38626451055008,5.713302648048491,"(0, 4)",Chris Paul,MISSED
385,Russell Westbrook,2.2525896736749704,7.196573876451225,"(0, 4)",Chris Paul,MISSED
386,Russell Westbrook,-3.4628805671407723,5.864606922814272,"(0, 4)",Chris Paul,MISSED
387,Russell Westbrook,-0.0658154592183652,8.704306382303434,"(0, 4)",Trae Young,MISSED
388,Russell Westbrook,7.925733405260701,8.072442318940418,"(5, 9)",Chris Paul,MADE
389,Russell Westbrook,-1.229608898389583,10.034386586961284,"(5, 9)",Seth Curry,MISSED
390,Russell Westbrook,5.95120685551852,6.662453176969706,"(5, 9)",Trae Young,MISSED
391,Russell Westbrook,-7.549446128305721,8.536960810043118,"(5, 9)",Seth Curry,MISSED
392,Russell Westbrook,-4.859825669692119,11.538380659076623,"(5, 9)",Chris Paul,MISSED
393,Russell Westbrook,6.612133610467169,7.783415765699402,"(5, 9)",Trae Young,MISSED
394,Russell Westbrook,4.541418940256822,12.324431108830336,"(5, 9)",Trae Young,MISSED
395,Russell Westbrook,6.604696736628096,8.471616367974036,"(5, 9)",Chris Paul,MISSED
396,Russell Westbrook,-7.3826323670318335,9.904612871512503,"(5, 9)",Trae Young,MISSED
397,Russell Westbrook,10.377305495554529,10.576798920349733,"(10, 14)",Trae Young,MADE
398,Russell Westbrook,-2.906760838490048,18.615688341874588,"(10, 14)",Trae Young,MADE
399,Russell Westbrook,1.3366347862691463,18.01305488273428,"(10, 14)",Trae Young,MADE
400,Russell Westbrook,7.8207926158134,16.026338461298398,"(10, 14)",Trae Young,MADE
401,Russell Westbrook,-2.9097867199440803,16.989558046494523,"(10, 14)",Chris Paul,MISSED
402,Russell Westbrook,1.9259740288994107,17.588683822309015,"(10, 14)",Chris Paul,MISSED
403,Russell Westbrook,10.694437349448927,16.777437821486178,"(15, 19)",Seth Curry,MADE
404,Russell Westbrook,15.684971713899664,15.071972583472458,"(15, 19)",Seth Curry,MADE
405,Russell Westbrook,13.742130156207793,17.9051491982922,"(15, 19)",Trae Young,MADE
406,Russell Westbrook,-5.685577301910472,20.360064940684637,"(15, 19)",Trae Young,MADE
407,Russell Westbrook,18.22447455211149,10.35482261058673,"(15, 19)",Chris Paul,MADE
408,Russell Westbrook,15.9499955716722,10.269915393111502,"(15, 19)",Chris Paul,MADE
409,Russell Westbrook,-15.861108172413626,13.726210987997154,"(15, 19)",Chris Paul,MADE
410,Russell Westbrook,17.543807904575385,8.345542418928789,"(15, 19)",Trae Young,MADE
411,Russell Westbrook,-16.307865377871988,7.943442807891429,"(15, 19)",Seth Curry,MISSED
412,Russell Westbrook,11.76443561737644,16.41998065361101,"(15, 19)",Seth Curry,MISSED
413,Russell Westbrook,18.59801805595304,5.9928474707293935,"(15, 19)",Chris Paul,MISSED
414,Russell Westbrook,-16.088383239934384,13.563963933589788,"(15, 19)",Seth Curry,MISSED
415,Russell Westbrook,-4.40470443942393,23.106663840232407,"(15, 19)",Chris Paul,MISSED
416,Russell Westbrook,-9.021230440860643,21.005449687317657,"(15, 19)",Chris Paul,MISSED
417,Russell Westbrook,-16.00238002748247,14.609362437191663,"(15, 19)",Chris Paul,MISSED
418,Russell Westbrook,14.599223158297656,15.358934233501454,"(15, 19)",Trae Young,MISSED
419,Russell Westbrook,-13.521784368031392,17.129457623671726,"(15, 19)",Chris Paul,MISSED
420,Russell Westbrook,-13.319082361745386,18.540337691384476,"(15, 19)",Chris Paul,MISSED
421,Russell Westbrook,-3.40635591776048,20.480624562082852,"(15, 19)",Trae Young,MISSED
422,Russell Westbrook,0.4859749481162485,23.62257239490964,"(15, 19)",Chris Paul,MISSED
423,Russell Westbrook,5.099071407592595,22.263281370993894,"(15, 19)",Trae Young,MISSED
424,Russell Westbrook,13.74909126853942,17.94130601423024,"(15, 19)",Trae Young,MISSED
425,Russell Westbrook,-3.4768874053637666,20.884519984081457,"(15, 19)",Seth Curry,MISSED
426,Russell Westbrook,10.595125827934066,23.816297651109945,"(20, 24)",Trae Young,MADE
427,Russell Westbrook,-4.448557062449673,28.1056126101222,"(20, 24)",Seth Curry,MISSED
428,Russell Westbrook,23.634204879985703,7.765371556212436,"(20, 24)",Seth Curry,MISSED
429,Russell Westbrook,-22.38749128711607,11.595455971670646,"(20, 24)",Chris Paul,MISSED
430,Russell Westbrook,16.88090778061021,18.921812762888088,"(20, 24)",Seth Curry,MISSED
431,Russell Westbrook,-16.591352555316433,22.228118911076862,"(20, 24)",Chris Paul,MISSED
432,Russell Westbrook,3.7619310209159047,27.47083171601358,"(20, 24)",Seth Curry,MISSED
433,Russell Westbrook,-13.834180168972273,30.1657400940726,"(25, 29)",Trae Young,MADE
434,Russell Westbrook,-24.232051962286132,11.574500415826584,"(25, 29)",Chris Paul,MADE
435,Russell Westbrook,-24.232051962286132,15.601371679647052,"(25, 29)",Trae Young,MADE
436,Russell Westbrook,21.367442602952856,22.749531032803805,"(25, 29)",Seth Curry,MADE
437,Russell Westbrook,23.432222574404094,21.000546212675598,"(25, 29)",Seth Curry,MISSED
438,Russell Westbrook,23.952741768012565,11.98471988196006,"(25, 29)",Chris Paul,MISSED
439,Russell Westbrook,24.36471494511611,16.696198173143713,"(25, 29)",Seth Curry,MISSED
440,Russell Westbrook,-5.326258275660209,31.947323411371663,"(25, 29)",Chris Paul,MISSED
441,Russell Westbrook,20.217842304742653,23.88087202976488,"(25, 29)",Seth Curry,MISSED
442,Russell Westbrook,12.50174868617402,29.767454913708143,"(25, 29)",Chris Paul,MISSED
443,Russell Westbrook,16.70241683567108,25.645434002756595,"(25, 29)",Seth Curry,MISSED
444,Russell Westbrook,21.437695618945373,24.347148633196397,"(25, 29)",Chris Paul,MISSED
445,Russell Westbrook,2.29237630887756,33.226691090176786,"(25, 29)",Chris Paul,MISSED
446,Russell Westbrook,-12.764536752505771,29.107872698225375,"(25, 29)",Trae Young,MISSED
447,Trae Young,-2.7331846015549592,6.519925134641268,"(0, 4)",Chris Paul,MADE
448,Trae Young,-0.2830958912354193,7.5872519165250765,"(0, 4)",Seth Curry,MADE
449,Trae Young,2.2200877123365497,7.1760178933116165,"(0, 4)",Seth Curry,MADE
450,Trae Young,-3.347403574041392,5.351879072066125,"(0, 4)",Chris Paul,MADE
451,Trae Young,0.3711449069356699,7.197831526492539,"(0, 4)",Chris Paul,MADE
452,Trae Young,3.2966922741254083,7.165733329373683,"(0, 4)",Chris Paul,MADE
453,Trae Young,2.1689079268438745,6.298654357424668,"(0, 4)",Seth Curry,MADE
454,Trae Young,-0.9409118842879391,7.472822229636792,"(0, 4)",Russell Westbrook,MADE
455,Trae Young,2.5288162866775115,6.783051149210257,"(0, 4)",Chris Paul,MADE
456,Trae Young,3.3317263104459607,5.2723839834595,"(0, 4)",Chris Paul,MADE
457,Trae Young,3.0753665820616645,5.953095881371829,"(0, 4)",Chris Paul,MADE
458,Trae Young,-1.4328688487669952,6.079081140883454,"(0, 4)",Russell Westbrook,MADE
459,Trae Young,2.091878251963144,5.468007871867727,"(0, 4)",Seth Curry,MADE
460,Trae Young,2.981444874292552,7.130777649912218,"(0, 4)",Chris Paul,MADE
461,Trae Young,-0.0851776562329875,6.384503643754757,"(0, 4)",Russell Westbrook,MADE
462,Trae Young,-1.9561502857928028,5.847791324224746,"(0, 4)",Seth Curry,MADE
463,Trae Young,1.3277106959865397,7.865435455396362,"(0, 4)",Chris Paul,MADE
464,Trae Young,0.4865791019231102,8.158371321261033,"(0, 4)",Russell Westbrook,MADE
465,Trae Young,1.955305967290391,7.450280628171862,"(0, 4)",Chris Paul,MADE
466,Trae Young,-2.3460992160268286,6.08796042229568,"(0, 4)",Russell Westbrook,MADE
467,Trae Young,1.4896381398436134,7.73053521497355,"(0, 4)",Seth Curry,MADE
468,Trae Young,1.895085541537498,7.985679560607288,"(0, 4)",Chris Paul,MADE
469,Trae Young,3.580751237733172,5.607168884553167,"(0, 4)",Seth Curry,MADE
470,Trae Young,0.860673911130937,6.840648629283649,"(0, 4)",Seth Curry,MADE
471,Trae Young,3.109278693476053,6.169988852087485,"(0, 4)",Chris Paul,MADE
472,Trae Young,3.390528649284492,5.762772247648912,"(0, 4)",Chris Paul,MADE
473,Trae Young,1.037187852124053,8.1433008404774,"(0, 4)",Russell Westbrook,MADE
474,Trae Young,-0.2197559145016153,6.909959825273257,"(0, 4)",Seth Curry,MADE
475,Trae Young,-0.7487557656785307,6.071947286774788,"(0, 4)",Russell Westbrook,MADE
476,Trae Young,-2.3837440228867934,7.613977420657463,"(0, 4)",Russell Westbrook,MADE
477,Trae Young,-0.592922542943571,6.0663635100501345,"(0, 4)",Chris Paul,MADE
478,Trae Young,-2.0287850645694645,6.804581588337523,"(0, 4)",Russell Westbrook,MADE
479,Trae Young,-0.9867931144541112,8.710604901982057,"(0, 4)",Seth Curry,MADE
480,Trae Young,1.2144340383427952,6.103695337083596,"(0, 4)",Chris Paul,MISSED
481,Trae Young,-2.1924335156006047,7.299867042914769,"(0, 4)",Russell Westbrook,MISSED
482,Trae Young,-0.6912654907277038,5.535428200060927,"(0, 4)",Seth Curry,MISSED
483,Trae Young,0.6941296763230534,7.548712268927076,"(0, 4)",Seth Curry,MISSED
484,Trae Young,0.5697571156429774,6.2749327062206985,"(0, 4)",Seth Curry,MISSED
485,Trae Young,-1.3284281662804238,8.055675623969487,"(0, 4)",Russell Westbrook,MISSED
486,Trae Young,-2.6088745229198853,6.717059086777519,"(0, 4)",Chris Paul,MISSED
487,Trae Young,-0.5974571623789314,7.1506977648342644,"(0, 4)",Seth Curry,MISSED
488,Trae Young,3.0950287086310118,6.935926240147847,"(0, 4)",Russell Westbrook,MISSED
489,Trae Young,0.9868656696735388,7.881315924871997,"(0, 4)",Chris Paul,MISSED
490,Trae Young,0.2213665205349807,7.094777081666125,"(0, 4)",Russell Westbrook,MISSED
491,Trae Young,-2.8306321520031448,7.8081127686320855,"(0, 4)",Russell Westbrook,MISSED
492,Trae Young,1.3286210465602333,6.94298048281188,"(0, 4)",Chris Paul,MISSED
493,Trae Young,3.546625747462389,6.818937397423527,"(0, 4)",Seth Curry,MISSED
494,Trae Young,0.4624204208359822,8.896488020201154,"(0, 4)",Chris Paul,MISSED
495,Trae Young,2.6540421387859103,5.498703279428299,"(0, 4)",Russell Westbrook,MISSED
496,Trae Young,0.6076342934041432,6.379268935359516,"(0, 4)",Chris Paul,MISSED
497,Trae Young,-1.6047117888672024,7.367134983294184,"(0, 4)",Russell Westbrook,MISSED
498,Trae Young,-3.965525421893613,5.520853178438629,"(0, 4)",Chris Paul,MISSED
499,Trae Young,-0.6908161602789871,5.607388534654587,"(0, 4)",Seth Curry,MISSED
500,Trae Young,3.723969905459255,5.593187281352812,"(0, 4)",Seth Curry,MISSED
501,Trae Young,-2.7527181959501994,6.2455162142323895,"(0, 4)",Russell Westbrook,MISSED
502,Trae Young,-0.6746605896645792,5.66783849474933,"(0, 4)",Russell Westbrook,MISSED
503,Trae Young,-2.6273950643117865,7.705125295870726,"(0, 4)",Seth Curry,MISSED
504,Trae Young,1.2164383609486693,6.390499330122052,"(0, 4)",Russell Westbrook,MISSED
505,Trae Young,2.7659960548834874,5.816874753141712,"(0, 4)",Russell Westbrook,MISSED
506,Trae Young,3.350464841749514,6.684533438851098,"(0, 4)",Chris Paul,MISSED
507,Trae Young,1.9511917764224664,6.566278472501782,"(0, 4)",Chris Paul,MISSED
508,Trae Young,-0.0690584956647118,7.988924910958124,"(0, 4)",Russell Westbrook,MISSED
509,Trae Young,-3.2632009646640623,5.208504776401941,"(0, 4)",Seth Curry,MISSED
510,Trae Young,5.133699348652573,11.770210040569172,"(5, 9)",Chris Paul,MADE
511,Trae Young,7.845695910683464,6.881886915991696,"(5, 9)",Chris Paul,MADE
512,Trae Young,8.594815671575795,5.5456526614740875,"(5, 9)",Seth Curry,MADE
513,Trae Young,6.960114852110949,7.501273177942405,"(5, 9)",Seth Curry,MADE
514,Trae Young,4.713707816076955,11.270836735949949,"(5, 9)",Russell Westbrook,MADE
515,Trae Young,-7.093980951083889,7.244010202235314,"(5, 9)",Seth Curry,MADE
516,Trae Young,-6.5744840108710525,5.3356807995267115,"(5, 9)",Seth Curry,MADE
517,Trae Young,6.500978186611306,6.696189685165747,"(5, 9)",Seth Curry,MADE
518,Trae Young,4.415639305357393,10.540866665171578,"(5, 9)",Seth Curry,MADE
519,Trae Young,2.483646429263716,13.648525278555638,"(5, 9)",Seth Curry,MADE
520,Trae Young,7.720789252311739,8.906158674939302,"(5, 9)",Seth Curry,MADE
521,Trae Young,-1.474980948883824,13.12503267575295,"(5, 9)",Russell Westbrook,MADE
522,Trae Young,6.4734310658756655,6.912250242867765,"(5, 9)",Chris Paul,MADE
523,Trae Young,1.289105217147978,10.733065080545412,"(5, 9)",Russell Westbrook,MADE
524,Trae Young,-7.881005997112785,7.4384673415314175,"(5, 9)",Seth Curry,MADE
525,Trae Young,1.8140690162951691,13.572779374085002,"(5, 9)",Russell Westbrook,MADE
526,Trae Young,2.62760891695984,13.499196161128593,"(5, 9)",Chris Paul,MADE
527,Trae Young,-7.025877272575912,7.395395419928759,"(5, 9)",Chris Paul,MADE
528,Trae Young,1.9219658561374064,11.876035939724225,"(5, 9)",Seth Curry,MADE
529,Trae Young,-3.01860185057782,13.026061956411624,"(5, 9)",Chris Paul,MADE
530,Trae Young,0.3657713460780434,12.481132081594883,"(5, 9)",Chris Paul,MADE
531,Trae Young,-8.030687455941678,6.259074486625162,"(5, 9)",Chris Paul,MADE
532,Trae Young,0.2407557782094779,13.436184295762803,"(5, 9)",Chris Paul,MADE
533,Trae Young,-7.833183618916549,5.953711578711246,"(5, 9)",Seth Curry,MADE
534,Trae Young,-5.177271537874236,10.525975126776656,"(5, 9)",Seth Curry,MADE
535,Trae Young,8.15876495103142,7.6197349856817205,"(5, 9)",Russell Westbrook,MISSED
536,Trae Young,3.096349725439963,11.336974933865395,"(5, 9)",Chris Paul,MISSED
537,Trae Young,-6.511059561477941,6.2349578172460784,"(5, 9)",Seth Curry,MISSED
538,Trae Young,-2.448112136480916,12.626075620541766,"(5, 9)",Russell Westbrook,MISSED
539,Trae Young,3.310412965297256,12.828649009877093,"(5, 9)",Russell Westbrook,MISSED
540,Trae Young,4.31479192838307,12.726236050278096,"(5, 9)",Russell Westbrook,MISSED
541,Trae Young,4.959726085257592,10.608947500377774,"(5, 9)",Russell Westbrook,MISSED
542,Trae Young,-8.53269837498546,5.5668575788443855,"(5, 9)",Chris Paul,MISSED
543,Trae Young,4.484350364614159,7.773551012750099,"(5, 9)",Seth Curry,MISSED
544,Trae Young,8.005588774706647,5.371735272768589,"(5, 9)",Russell Westbrook,MISSED
545,Trae Young,7.680935941392117,8.86272045864193,"(5, 9)",Seth Curry,MISSED
546,Trae Young,4.25199198121148,12.382067053554088,"(5, 9)",Russell Westbrook,MISSED
547,Trae Young,-1.9873497775331548,13.753715001728537,"(5, 9)",Chris Paul,MISSED
548,Trae Young,-7.591317701326861,7.7429260973689615,"(5, 9)",Russell Westbrook,MISSED
549,Trae Young,5.5900061067953,11.46621478352524,"(5, 9)",Chris Paul,MISSED
550,Trae Young,3.003068433427648,11.571679888505827,"(5, 9)",Seth Curry,MISSED
551,Trae Young,6.9546756033445805,9.863799950204967,"(5, 9)",Seth Curry,MISSED
552,Trae Young,6.560600771228455,11.032306307412792,"(5, 9)",Seth Curry,MISSED
553,Trae Young,1.424873979296308,13.367281732734776,"(5, 9)",Chris Paul,MISSED
554,Trae Young,1.322648637287673,12.29692036936639,"(5, 9)",Russell Westbrook,MISSED
555,Trae Young,-0.5228895932619906,11.786228091330162,"(5, 9)",Chris Paul,MISSED
556,Trae Young,6.630945937972625,7.481517983304084,"(5, 9)",Chris Paul,MISSED
557,Trae Young,-0.1270508421561809,11.071871955483534,"(5, 9)",Russell Westbrook,MISSED
558,Trae Young,3.9294164753077294,12.942552914416948,"(5, 9)",Seth Curry,MISSED
559,Trae Young,-5.632000780172393,11.087513908348605,"(5, 9)",Russell Westbrook,MISSED
560,Trae Young,0.9643595936338808,10.767578804816022,"(5, 9)",Seth Curry,MISSED
561,Trae Young,-0.0922060191949835,11.488982319645753,"(5, 9)",Chris Paul,MISSED
562,Trae Young,6.507208491269941,8.94900150009191,"(5, 9)",Chris Paul,MISSED
563,Trae Young,8.79790688860509,15.811353456610654,"(10, 14)",Chris Paul,MADE
564,Trae Young,5.174932687422328,14.99642518327176,"(10, 14)",Chris Paul,MADE
565,Trae Young,-12.704558177093896,9.032197731638988,"(10, 14)",Seth Curry,MADE
566,Trae Young,-5.7489736743670345,14.893311099659751,"(10, 14)",Chris Paul,MADE
567,Trae Young,-6.008964437315329,14.700166228549236,"(10, 14)",Chris Paul,MADE
568,Trae Young,2.1068393041543256,18.13716450017376,"(10, 14)",Russell Westbrook,MADE
569,Trae Young,-12.467507561589647,9.640279948050132,"(10, 14)",Chris Paul,MADE
570,Trae Young,2.5170263399102466,18.441695228768832,"(10, 14)",Seth Curry,MADE
571,Trae Young,-6.836861389399312,14.431519957797448,"(10, 14)",Seth Curry,MADE
572,Trae Young,-10.384315915477204,13.865018912100846,"(10, 14)",Seth Curry,MADE
573,Trae Young,-8.876628103796003,14.246154758123392,"(10, 14)",Chris Paul,MADE
574,Trae Young,0.1335693846813285,17.51928573747334,"(10, 14)",Seth Curry,MADE
575,Trae Young,11.09880816825693,10.141099387712327,"(10, 14)",Russell Westbrook,MADE
576,Trae Young,13.831683871396136,6.231293451337888,"(10, 14)",Russell Westbrook,MADE
577,Trae Young,-11.44872643388524,5.922276600602681,"(10, 14)",Seth Curry,MADE
578,Trae Young,11.92204479837538,8.2814294895107,"(10, 14)",Chris Paul,MADE
579,Trae Young,0.8064452045394858,17.888867855813196,"(10, 14)",Chris Paul,MADE
580,Trae Young,-12.7402330952955,5.6036454641378795,"(10, 14)",Chris Paul,MADE
581,Trae Young,1.1533829985272686,18.002324418585786,"(10, 14)",Chris Paul,MADE
582,Trae Young,-12.358809845077577,11.422463991703996,"(10, 14)",Seth Curry,MADE
583,Trae Young,11.51824368491282,8.630697232072325,"(10, 14)",Chris Paul,MADE
584,Trae Young,11.385728258675758,8.662616859786167,"(10, 14)",Chris Paul,MADE
585,Trae Young,1.6938475833655906,18.050300907093565,"(10, 14)",Chris Paul,MADE
586,Trae Young,-12.193273082607124,11.372280025225468,"(10, 14)",Chris Paul,MADE
587,Trae Young,-13.000355789228662,7.219895522637556,"(10, 14)",Seth Curry,MADE
588,Trae Young,-3.133167892620963,16.54044133633311,"(10, 14)",Chris Paul,MADE
589,Trae Young,1.1744233038224048,18.686466639257684,"(10, 14)",Chris Paul,MADE
590,Trae Young,-2.574893250400486,18.398595512165684,"(10, 14)",Chris Paul,MADE
591,Trae Young,-5.48070799589346,16.722472255758326,"(10, 14)",Seth Curry,MADE
592,Trae Young,-1.2340297043412585,17.86724600791813,"(10, 14)",Chris Paul,MISSED
593,Trae Young,-12.54479470622346,8.69064638774648,"(10, 14)",Seth Curry,MISSED
594,Trae Young,-11.05217992263249,10.248823185675825,"(10, 14)",Seth Curry,MISSED
595,Trae Young,-12.24848920397576,5.279606277757744,"(10, 14)",Russell Westbrook,MISSED
596,Trae Young,-10.965364990919465,11.080389105173204,"(10, 14)",Chris Paul,MISSED
597,Trae Young,9.262142659331817,14.681941152125226,"(10, 14)",Seth Curry,MISSED
598,Trae Young,-13.348913914981612,6.826684534772845,"(10, 14)",Russell Westbrook,MISSED
599,Trae Young,-2.2072478536024414,15.785316705325467,"(10, 14)",Chris Paul,MISSED
600,Trae Young,13.726807214460012,7.011651550618154,"(10, 14)",Seth Curry,MISSED
601,Trae Young,-11.551525364949343,10.819634155766067,"(10, 14)",Chris Paul,MISSED
602,Trae Young,-11.86006393002322,5.70651990997243,"(10, 14)",Russell Westbrook,MISSED
603,Trae Young,8.685217406672507,14.818968679527885,"(10, 14)",Seth Curry,MISSED
604,Trae Young,7.162427451820329,16.4095346551403,"(10, 14)",Russell Westbrook,MISSED
605,Trae Young,-11.71418096495884,8.769215794064865,"(10, 14)",Russell Westbrook,MISSED
606,Trae Young,-11.539922691297374,12.110848699589537,"(10, 14)",Chris Paul,MISSED
607,Trae Young,13.084705378257,6.586375238597638,"(10, 14)",Russell Westbrook,MISSED
608,Trae Young,12.453335112939348,9.27587648157705,"(10, 14)",Russell Westbrook,MISSED
609,Trae Young,12.931639531621256,5.489376538258893,"(10, 14)",Seth Curry,MISSED
610,Trae Young,-6.925154078674726,17.092577513115927,"(10, 14)",Seth Curry,MISSED
